index,sequence.start,batch,Desorb.Start.Time,CreationTime,eithertime,status,Tube,markes_n,GC_n,either_n,markes_GC,create_desorb,desorb.Start.diff,Mixup,nameBlank,kBlank,Cluster,n_peaks,verdict,FileName,sample,user,FullName,id
252,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T04:56:13Z,2019-07-27T04:54:43Z,2019-07-27T04:54:43Z,Desorbed NA,9,11,10,10,1,90,1876,FALSE,FALSE,FALSE,8,345,skip-rename,4D61_190716_7262019_10.qgd,3D282_190716_7262019_11.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4D61_190716_7262019_10.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
253,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T05:27:32Z,2019-07-27T05:25:55Z,2019-07-27T05:25:55Z,Desorbed NA,10,12,11,11,1,97,1879,FALSE,FALSE,FALSE,8,341,skip-rename,3D282_190716_7262019_11.qgd,3C214_190716_7262019_12.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3D282_190716_7262019_11.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
254,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T05:59:47Z,2019-07-27T05:56:53Z,2019-07-27T05:56:53Z,Desorbed NA,24,13,12,12,1,174,1935,TRUE,FALSE,TRUE,15,333,skip-blank,3C214_190716_7262019_12.qgd,Blank2_7262019_13.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3C214_190716_7262019_12.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
255,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T06:31:00Z,2019-07-27T06:28:38Z,2019-07-27T06:28:38Z,Desorbed NA,11,14,13,13,1,142,1873,TRUE,TRUE,FALSE,8,335,skip-rename,Blank2_7262019_13.qgd,1C43_190717_7262019_14.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank2_7262019_13.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
256,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T07:01:27Z,2019-07-27T06:59:41Z,2019-07-27T06:59:41Z,Desorbed NA,12,15,14,14,1,106,1827,FALSE,FALSE,FALSE,8,341,skip-rename,1C43_190717_7262019_14.qgd,4B168_190716_7262019_15.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/1C43_190717_7262019_14.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
257,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T07:32:22Z,2019-07-27T07:30:47Z,2019-07-27T07:30:47Z,Desorbed NA,13,16,15,15,1,95,1855,FALSE,FALSE,FALSE,8,335,skip-rename,4B168_190716_7262019_15.qgd,nolabel_190716_7262019_16.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4B168_190716_7262019_15.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
258,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T08:03:26Z,2019-07-27T08:01:42Z,2019-07-27T08:01:42Z,Desorbed NA,14,17,16,16,1,104,1864,FALSE,FALSE,FALSE,8,330,skip-rename,nolabel_190716_7262019_16.qgd,4C109_190716_7262019_17.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/nolabel_190716_7262019_16.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
259,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T08:34:17Z,2019-07-27T08:32:43Z,2019-07-27T08:32:43Z,Desorbed NA,15,18,17,17,1,94,1851,FALSE,FALSE,FALSE,8,330,skip-rename,4C109_190716_7262019_17.qgd,3C183_190717_7262019_18.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4C109_190716_7262019_17.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
260,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T09:05:18Z,2019-07-27T09:03:45Z,2019-07-27T09:03:45Z,Desorbed NA,16,19,18,18,1,93,1861,FALSE,FALSE,FALSE,8,337,skip-rename,3C183_190717_7262019_18.qgd,2D211_190707_7262019_19.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3C183_190717_7262019_18.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
261,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T09:36:23Z,2019-07-27T09:34:48Z,2019-07-27T09:34:48Z,Desorbed NA,17,20,19,19,1,95,1865,FALSE,FALSE,FALSE,8,341,skip-rename,2D211_190707_7262019_19.qgd,4D199_190717_7262019_20.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2D211_190707_7262019_19.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
262,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T10:07:26Z,2019-07-27T10:05:42Z,2019-07-27T10:05:42Z,Desorbed NA,18,21,20,20,1,104,1863,FALSE,FALSE,FALSE,8,328,skip-rename,4D199_190717_7262019_20.qgd,Air_190717_7262019_21.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4D199_190717_7262019_20.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
263,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T10:38:21Z,2019-07-27T10:36:44Z,2019-07-27T10:36:44Z,Desorbed NA,19,22,21,21,1,97,1855,FALSE,FALSE,FALSE,8,325,skip-rename,Air_190717_7262019_21.qgd,4D357_190722_7262019_22.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Air_190717_7262019_21.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
264,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T11:09:17Z,2019-07-27T11:07:43Z,2019-07-27T11:07:43Z,Desorbed NA,20,23,22,22,1,94,1856,FALSE,FALSE,FALSE,8,333,skip-rename,4D357_190722_7262019_22.qgd,6C83_190717_7262019_23.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4D357_190722_7262019_22.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
265,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T11:41:18Z,2019-07-27T11:38:28Z,2019-07-27T11:38:28Z,Desorbed NA,25,24,23,23,1,170,1921,TRUE,FALSE,TRUE,15,348,skip-blank,6C83_190717_7262019_23.qgd,Blank4_7262019_24.qgd,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/6C83_190717_7262019_23.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
266,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T12:11:47Z,2019-07-27T12:10:09Z,2019-07-27T12:10:09Z,Desorbed NA,21,25,24,24,1,98,1829,TRUE,TRUE,FALSE,20,330,skip-rename,Blank4_7262019_24.qgd,B_stricta_carbotrap_7262019_25.qgd,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank4_7262019_24.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
267,2019-07-26T17:01:15Z,heather_maxfield190806.txt,2019-07-27T12:42:47Z,2019-07-27T12:41:12Z,2019-07-27T12:41:12Z,Desorbed NA,25,26,25,25,1,95,1860,TRUE,FALSE,TRUE,15,329,skip-blank,B_stricta_carbotrap_7262019_25.qgd,,NA,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/B_stricta_carbotrap_7262019_25.qgd,80541b53-2e1a-42e3-9ddc-25a05250f28f
268,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T04:37:38Z,2019-07-28T04:30:21Z,2019-07-28T04:30:21Z,Desorbed NA,1,1,1,1,0,437,57291,FALSE,TRUE,TRUE,15,329,,Blank1_7272019_01.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank1_7272019_01.qgd,699757ae-3db3-4574-a442-907f173eadde
269,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T05:08:06Z,2019-07-28T05:06:21Z,2019-07-28T05:06:21Z,Desorbed NA,2,2,2,2,0,105,1828,FALSE,FALSE,FALSE,8,338,,Air_6C_190717_7272019_02.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Air_6C_190717_7272019_02.qgd,699757ae-3db3-4574-a442-907f173eadde
270,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T05:38:52Z,2019-07-28T05:37:17Z,2019-07-28T05:37:17Z,Desorbed NA,3,3,3,3,0,95,1846,FALSE,FALSE,FALSE,8,332,,6D40_190717_7272019_03.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/6D40_190717_7272019_03.qgd,699757ae-3db3-4574-a442-907f173eadde
271,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T06:09:55Z,2019-07-28T06:08:12Z,2019-07-28T06:08:12Z,Desorbed NA,4,4,4,4,0,103,1863,FALSE,FALSE,FALSE,8,336,,6A156_190717_7272019_04.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/6A156_190717_7272019_04.qgd,699757ae-3db3-4574-a442-907f173eadde
272,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T06:40:52Z,2019-07-28T06:39:16Z,2019-07-28T06:39:16Z,Desorbed NA,5,5,5,5,0,96,1857,FALSE,FALSE,FALSE,8,335,,6B29_190717_7272019_05.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/6B29_190717_7272019_05.qgd,699757ae-3db3-4574-a442-907f173eadde
273,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T07:11:53Z,2019-07-28T07:10:18Z,2019-07-28T07:10:18Z,Desorbed NA,6,6,6,6,0,95,1861,FALSE,FALSE,FALSE,8,335,,5C214_190717_7272019_06.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5C214_190717_7272019_06.qgd,699757ae-3db3-4574-a442-907f173eadde
274,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T07:42:57Z,2019-07-28T07:41:21Z,2019-07-28T07:41:21Z,Desorbed NA,7,7,7,7,0,96,1864,FALSE,FALSE,FALSE,8,348,,5D264_190717_7272019_07.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5D264_190717_7272019_07.qgd,699757ae-3db3-4574-a442-907f173eadde
275,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T08:13:58Z,2019-07-28T08:12:23Z,2019-07-28T08:12:23Z,Desorbed NA,8,8,8,8,0,95,1861,FALSE,FALSE,FALSE,8,337,,5B1_190717_7272019_08.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5B1_190717_7272019_08.qgd,699757ae-3db3-4574-a442-907f173eadde
276,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T08:29:13Z,2019-07-28T08:43:26Z,2019-07-28T08:29:13Z,Desorbed NA,9,9,9,9,0,853,915,FALSE,FALSE,FALSE,8,336,,2B201_19072_7272019_09.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2B201_19072_7272019_09.qgd,699757ae-3db3-4574-a442-907f173eadde
277,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T09:16:01Z,2019-07-28T09:14:24Z,2019-07-28T09:14:24Z,Desorbed NA,10,10,10,10,0,97,2808,FALSE,FALSE,FALSE,8,336,,2C268_190722_7272019_10.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2C268_190722_7272019_10.qgd,699757ae-3db3-4574-a442-907f173eadde
278,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T09:47:20Z,2019-07-28T09:45:19Z,2019-07-28T09:45:19Z,NA NA,1,11,11,11,0,121,1879,FALSE,TRUE,TRUE,15,337,skip-blank,Blank2_7272019_11.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank2_7272019_11.qgd,699757ae-3db3-4574-a442-907f173eadde
279,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T10:18:39Z,2019-07-28T10:16:22Z,2019-07-28T10:16:22Z,Desorbed NA,11,12,12,12,0,137,1879,FALSE,FALSE,FALSE,8,331,good,2D257_190722_7272019_12.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2D257_190722_7272019_12.qgd,699757ae-3db3-4574-a442-907f173eadde
280,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T10:49:07Z,2019-07-28T10:47:31Z,2019-07-28T10:47:31Z,Desorbed NA,12,13,13,13,0,96,1828,FALSE,FALSE,FALSE,34,337,good,2B92_190722_7272019_13.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2B92_190722_7272019_13.qgd,699757ae-3db3-4574-a442-907f173eadde
281,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T11:20:03Z,2019-07-28T11:18:29Z,2019-07-28T11:18:29Z,Desorbed NA,13,14,14,14,0,94,1856,FALSE,FALSE,FALSE,8,323,good,2A158_190722_7272019_14.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2A158_190722_7272019_14.qgd,699757ae-3db3-4574-a442-907f173eadde
282,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T11:51:04Z,2019-07-28T11:49:33Z,2019-07-28T11:49:33Z,Desorbed NA,14,15,15,15,0,91,1861,FALSE,FALSE,FALSE,8,333,good,2A679_190722_7272019_15.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2A679_190722_7272019_15.qgd,699757ae-3db3-4574-a442-907f173eadde
283,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T12:22:06Z,2019-07-28T12:20:31Z,2019-07-28T12:20:31Z,Desorbed NA,15,16,16,16,0,95,1862,FALSE,FALSE,FALSE,8,327,good,2D221_190724_7272019_16.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2D221_190724_7272019_16.qgd,699757ae-3db3-4574-a442-907f173eadde
284,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T12:53:06Z,2019-07-28T12:51:33Z,2019-07-28T12:51:33Z,Desorbed NA,16,17,17,17,0,93,1860,FALSE,FALSE,FALSE,8,326,good,6B35_190724_7272019_17.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/6B35_190724_7272019_17.qgd,699757ae-3db3-4574-a442-907f173eadde
285,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T13:24:05Z,2019-07-28T13:22:33Z,2019-07-28T13:22:33Z,Desorbed NA,17,18,18,18,0,92,1859,FALSE,FALSE,FALSE,8,339,good,4C642_190724_7272019_18.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4C642_190724_7272019_18.qgd,699757ae-3db3-4574-a442-907f173eadde
286,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T13:55:02Z,2019-07-28T13:53:27Z,2019-07-28T13:53:27Z,Desorbed NA,18,19,19,19,0,95,1857,FALSE,FALSE,FALSE,8,326,good,3C183_190722_7272019_19.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3C183_190722_7272019_19.qgd,699757ae-3db3-4574-a442-907f173eadde
287,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T14:25:52Z,2019-07-28T14:24:18Z,2019-07-28T14:24:18Z,Desorbed NA,19,20,20,20,0,94,1850,FALSE,FALSE,FALSE,8,353,good,3C184_190722_7272019_20.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3C184_190722_7272019_20.qgd,699757ae-3db3-4574-a442-907f173eadde
288,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T14:56:53Z,2019-07-28T14:55:20Z,2019-07-28T14:55:20Z,Desorbed NA,20,21,21,21,0,93,1861,FALSE,FALSE,FALSE,8,339,good,5C228_190722_7272019_21.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5C228_190722_7272019_21.qgd,699757ae-3db3-4574-a442-907f173eadde
289,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T15:28:42Z,2019-07-28T15:26:14Z,2019-07-28T15:26:14Z,Desorbed NA,1,22,22,22,0,148,1909,FALSE,TRUE,TRUE,15,353,good,Blank3_7272019_22.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank3_7272019_22.qgd,699757ae-3db3-4574-a442-907f173eadde
290,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T15:59:56Z,2019-07-28T15:57:37Z,2019-07-28T15:57:37Z,Desorbed NA,21,23,23,23,0,139,1874,FALSE,FALSE,FALSE,8,337,good,5C214_190722_7272019_23.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5C214_190722_7272019_23.qgd,699757ae-3db3-4574-a442-907f173eadde
291,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T16:30:24Z,2019-07-28T16:28:47Z,2019-07-28T16:28:47Z,Desorbed NA,22,24,24,24,0,97,1828,FALSE,FALSE,FALSE,8,324,good,2C300_190724_7272019_24.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2C300_190724_7272019_24.qgd,699757ae-3db3-4574-a442-907f173eadde
292,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T17:01:23Z,2019-07-28T16:59:41Z,2019-07-28T16:59:41Z,Desorbed NA,23,25,25,25,0,102,1859,FALSE,FALSE,FALSE,8,338,good,Air_HB_190724_7272019_25.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Air_HB_190724_7272019_25.qgd,699757ae-3db3-4574-a442-907f173eadde
293,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T17:32:22Z,2019-07-28T17:30:48Z,2019-07-28T17:30:48Z,Desorbed NA,24,26,26,26,0,94,1859,FALSE,FALSE,FALSE,34,349,good,4A68_190717_7272019_26.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4A68_190717_7272019_26.qgd,699757ae-3db3-4574-a442-907f173eadde
294,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T18:03:43Z,2019-07-28T18:02:09Z,2019-07-28T18:02:09Z,Desorbed NA,25,27,27,27,0,94,1881,FALSE,FALSE,FALSE,8,344,good,4D43_190724_7272019_27.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/4D43_190724_7272019_27.qgd,699757ae-3db3-4574-a442-907f173eadde
295,2019-07-27T21:32:43Z,heather_maxfield190806.txt,2019-07-28T18:36:13Z,2019-07-28T18:33:45Z,2019-07-28T18:33:45Z,Desorbed NA,1,28,28,28,0,148,1950,FALSE,TRUE,TRUE,15,358,,Blank4_7272019_28.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank4_7272019_28.qgd,699757ae-3db3-4574-a442-907f173eadde
296,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T06:26:23Z,2019-07-29T06:17:24Z,2019-07-29T06:17:24Z,Desorbed NA,1,1,1,1,0,539,42610,FALSE,TRUE,TRUE,15,338,,Blank1_7282019_01.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank1_7282019_01.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
297,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T06:56:52Z,2019-07-29T06:55:03Z,2019-07-29T06:55:03Z,Desorbed NA,2,2,2,2,0,109,1829,FALSE,FALSE,FALSE,34,336,,5D257_190722_7282019_02.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5D257_190722_7282019_02.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
298,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T07:27:35Z,2019-07-29T07:26:02Z,2019-07-29T07:26:02Z,Desorbed NA,3,3,3,3,0,93,1843,FALSE,FALSE,FALSE,34,329,,42_60_190722_7282019_03.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/42_60_190722_7282019_03.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
299,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T07:58:38Z,2019-07-29T07:57:01Z,2019-07-29T07:57:01Z,Desorbed NA,4,4,4,4,0,97,1863,FALSE,FALSE,FALSE,8,330,,3A172_190724_7282019_04.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3A172_190724_7282019_04.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
300,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T08:29:49Z,2019-07-29T08:28:14Z,2019-07-29T08:28:14Z,Desorbed NA,5,5,5,5,0,95,1871,FALSE,FALSE,FALSE,8,360,,2D222_190724_7282019_05.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2D222_190724_7282019_05.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
301,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T09:00:50Z,2019-07-29T08:59:19Z,2019-07-29T08:59:19Z,Desorbed NA,6,6,6,6,0,91,1861,FALSE,FALSE,FALSE,8,332,,2D258_190724_7282019_06.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2D258_190724_7282019_06.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
302,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T09:32:02Z,2019-07-29T09:30:17Z,2019-07-29T09:30:17Z,Desorbed NA,7,7,7,7,0,105,1872,FALSE,FALSE,FALSE,8,331,,3A642_190724_7282019_07.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3A642_190724_7282019_07.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
303,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T10:03:06Z,2019-07-29T10:01:30Z,2019-07-29T10:01:30Z,Desorbed NA,8,8,8,8,0,96,1864,FALSE,FALSE,FALSE,8,340,,5C201_190724_7282019_08.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5C201_190724_7282019_08.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
304,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T10:34:20Z,2019-07-29T10:32:34Z,2019-07-29T10:32:34Z,Desorbed NA,9,9,9,9,0,106,1874,FALSE,FALSE,FALSE,8,336,,5C229_190724_7282019_09.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/5C229_190724_7282019_09.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
305,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T11:05:12Z,2019-07-29T11:03:30Z,2019-07-29T11:03:30Z,Desorbed NA,10,10,10,10,0,102,1852,FALSE,FALSE,FALSE,8,327,,3A120_190722_7282019_10.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/3A120_190722_7282019_10.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
306,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T11:36:26Z,2019-07-29T11:34:39Z,2019-07-29T11:34:39Z,Desorbed NA,1,11,11,11,0,107,1874,FALSE,TRUE,TRUE,15,339,,Blank2_7282019_11.qgd,,Blank,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Blank2_7282019_11.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
307,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T12:08:12Z,2019-07-29T12:05:56Z,2019-07-29T12:05:56Z,Desorbed NA,11,12,12,12,0,136,1906,FALSE,FALSE,FALSE,8,333,,Air_190722_7282019_12.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/Air_190722_7282019_12.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
308,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T12:38:36Z,2019-07-29T12:37:03Z,2019-07-29T12:37:03Z,Desorbed NA,12,13,13,13,0,93,1824,FALSE,FALSE,FALSE,8,339,,2A166_190724_7282019_13.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/2A166_190724_7282019_13.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
309,2019-07-28T23:21:29Z,heather_maxfield190806.txt,2019-07-29T13:09:41Z,2019-07-29T13:08:08Z,2019-07-29T13:08:08Z,Desorbed NA,13,14,14,14,0,93,1865,FALSE,FALSE,FALSE,8,330,,1D5_190724_7282019_14.qgd,,D Campbell : Maxfield,C:/GCMSsolution/Data/Project1/Campbell RMBL Data/Maxfield meadow 2019/1D5_190724_7282019_14.qgd,a55b3d1e-6ed0-4841-839e-90b1b519bfcc
